#,Address,OP,Points,Alpha Gal,Ape Warrior Redux,Base of Bored,Bored 101,Bored Council,Bored Survivors,Bored Town,Bored WOW,Catens,Faceless Portraits,Faceless Totz,Mangmoom,MONO is Bored,Nova Ape,NovaNaut,Robonaut,RoboSkull,The Vintract,Zkalien
14232,0xd01566fEF521a1F89f843e6e2E53798a1A83c3C8,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd01C3707d379147D60b99178E0dD3f29194be3c2,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd023617DAFAD8a8e1C0eB34A7E318272F20a8a28,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xd0244a72699Ce792506584D67bE29c78890cEF0E,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd02ADBD13f235496E141bBdF73Ad40AaDc43A0bC,TBA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14232,0xd03fe5cbD2245f50f5dD26A1c99dd8C81A58C50E,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd04B46d020E5B6EDF00Fd8906B1dd7C0299D6Ce4,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd04e9AFfafa2A2bbe8790Fd79Df36F8d261E5eb1,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd0507C41F0EdC2f10C1422333B7bE2Fd6e60569D,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd055690f1ba91BfB197dFffDA3D03Ff9103399cb,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd05e08d283AF5a9E116e50b00Ed5e2f753cb7ccc,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd0663cEA908d7C6Ef23237a4cd6f08a806163Caf,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd072Fd519D8E87bd2222c48d2ec5BE6FC322b4D6,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd076a1d7f868BD7D79b875612500C6b9a27CB2a4,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd083146843960563Ee6cc3307fD55dB33978c786,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd0888CBA9fbe80A3da95c9eFe1563f1D606609cC,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd08Da3621A547d7D7Cb07425e6AA6679C566e40F,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd08E7d8dEAEE7067f97657Fb487ecD34BF6d2740,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd099E646517e26a4180797B528B6f04001e3371b,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xd09cD932ABDc7511187F185Ebf0bdD3670D5C3e7,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xd0A4d7B6FE859AFE37cFB76880D92a92d3f4DBEA,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd0B0c02db0911FCaa169E399B929133eb9311F55,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd0C10aDb70733458680516cbFce0255413DE2FE6,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd0Cbb24AeB1dF4bF2DC99C9b6C12893c2815AC74,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd0D1Ac3d95B9Fcad4b74c2BDc7B0dffCB8fa150d,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd0EFBa6ABbEBa0FdFED56BCe345F193d167FA569,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd0F32b997411D24a42ADc0F3cD7219DACF948B61,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd0F5eCDfD61d5d884F0a37b11091E3216B949B38,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd0a77eBcAf94BBa43B71963B08A2ccDF072ecD5c,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd0aDeE036719708C9118d196a993729252652D48,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd0c31E46C73B386432A3DdF768587df604dD52BE,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd0c3D3a4C42EF6F6451c375B87a831192002e0a3,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd102CBF4b3D8Be7bc5Ee291eD8e62F2Bc4c50BF6,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd10AdEf92d720Fb35B31BbE3C01784f191B01e0C,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd1117e7305Ab8A0dfEE8Bde09AE150c88D0BBEFd,TBA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14232,0xd120D764D18DC683d4D3bafCC706CD413d4e7156,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd12edF0a5E837d1eD215380Aa8e0145D12424E04,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd134dF18dAeF6E38f27226859f18D6dde849e482,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd157F553096E04f4aEC0ca7b4d045450DBd9eBC8,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd1699f8848d9A9f3E36Aa099c35b11F6107E56f0,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd17447f355D4FA57ae0772bd5c5901fA2c369c40,TBA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14232,0xd180B08D91ab4661e3DBbeB89F0ddb3fa2544754,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xd1816884aB5d10Bd36fE91700C50f43fB75e041b,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd1A96784f8E2c7096D0F3F7f16AB294C9d0b87bc,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd1AA21F181601029dD7e7760Bf1e756C0d0Da56a,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd1BA37B8F3239f517A71d36Dca466f56Eecf233c,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd1C52bAE706d3a792722fC65bc0369cC888eC0a1,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd1C7c163963C3c63f1f48dfa79a20300f2217Daf,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd1D2315A5Eb2C8F6eb1301C197B92EbBF209Ac17,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd1D373a6DE19f0f8113aa3C677DDB4dA4F529D45,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd1Da9bCF452b56B1d5112663114fb45b7E121877,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd1DdE968Ae5A1cc8731CD095F4fd19C8b299AF38,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd1a9E735e777D37884c9C462808ec13AC6B4Ba2E,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd1aA7B6Ca4B057A82FCb2658f3cDA7824F2fE689,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd1b158AcFEAaFBE72D7D2531fB8867DaAC9D8F96,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd1ba2Ef95670F698cD6eCd5F722Bf2351E2DbCb0,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd1e5F5aBe976DA38D9e92223d1C4dfC0CAB52154,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd1f0e4578fC2F32a0aA3975aB983742df3cE0d46,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xd1f96c7D00d5B81d4648Fc94A1ed7da6a228da33,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd201805c3Fc4def6398384819cb71BD8e2F9F67f,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd20E402Add37cf87C25698BA900414A16D2062Ef,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd20c9018a5097e922e9c0539aef389c871e76C3F,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd22C1E726F0381f3E1d469f6693a71E37fAF7792,TBA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14232,0xd233A57DC5641a52bb83Fa943f5C2e33d658224B,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd243ec8A647186acdf72B070C5cb36B292C51AE1,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd25Ca78E104E54c2F2e32B9078977E5569feC1a9,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd268B26C29FE8f3DEfD79966E671756ffFd2B4d4,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd2797A2b4678caBf2c3Eb96a48D60Da2C61eAe1E,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd27ac8aBb3AE20e4acca64187459603e47f986ba,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd2881CDa4aCa733e5ba73b75196913e4A1c9D916,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd28CC6DB33A69A417e238520d0e7c283FCB460b7,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd294d8c9b5971D61232142Bc8ed42883236F78D7,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd2969F1D3713cb38445316EcbD85e88bB9029690,TBA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14232,0xd2973dC097D5E961670eCB3D72010110be592664,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd29eE0e7AD114AbD0783d115aA9B3EC3A39F2518,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xd2AE399e3b6F262496b5256075c719dee5da9522,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd2B0D5dA34a23adAE28CB131D793EE05a3fCd7b7,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd2D0f12Ea46C02D3e0034cc702e835FcA94E0A8B,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd2E18B1137Bf8cc100e8E6019AB7e9d58f773c15,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd2Ea42A69287a0A1Bacd9259FbBD61a5DB977248,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd2b37fA33844fFd37f1cF7FFcF3D60EE7025bBbC,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xd2bd1Cf776B768C73D6417025e659D58C611cA37,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd2c946787900d0aC5a2DEA18b81AeD3054337005,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd2d9D5b9Ea72cDdc1372F5c8cFDcd6eB481C6BDa,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd2ee585C0048bbBD82a383FbC361E4081Ce0F9F3,TBA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14232,0xd300517e3B0f205Cb538c4bcb084ed0941650a43,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd303fDA443Ba0eb97e28A139e081688e73faBFC5,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd320260065cBBeB6bFBEb139e4DEa33ba2b104C3,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd3217d8DcF0324442ADCa35aa9b2f45AA342b6e7,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd32279118011c8420c9D507594015a76BFC32AE6,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd32B5cB756f14F28DF809f7cCcdCD3e5c476514A,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd34b49C1565a5714ab1ce87c9a62655A594b8EEA,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xd34cE446Eb5a576D8F6532915A9e406d527Aabb4,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd34e3d26E2ad1c8ae3d514934580B7C952d993AB,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd3579D5AfFA632B1630a731897a71Dc36e1A70f4,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd371aA012417889c419C4EAb15FD0a8559e28B9a,TBA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14232,0xd378677d58F2762d5988c12c4b36bED6Ef3B0601,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xd3821156C2A3893057823c361b6b4F502060D313,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd388FddE50E4614Cc968210Bb75f2B6453094E70,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd389929763B8c76e4E86a78fe248D4a3C09Be71e,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd38CE04EdD388cf03234C84c2d49A9f64a0FAF59,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd3932209fd8a5011931334ac99b8c6D526E035b0,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd39DA932e2Ad47E18D3f9C8336cF064eff793778,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd3AA54B2790B75dEBD2e36D59B327BA14C1d7D56,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd3D6a2bEEa31085DA6bE2a874618D466693399f8,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd3F63aFc49A7D355FCE3B9B77D6c88Cf2e8003BE,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd3F8cf77A2Fb4cdffadFE41fD7782d6Aa96C8A68,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd3a26407018660d24c739d9d46Bd1859612acFF8,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd3a30ceF8c032Bc8c5739689efbC41177CEB4f98,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd3aEb40922283083eAEBD3e0879BcF5150052F79,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd3b3a9C1987006c601222bc18bb4528711BA7419,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xd3d415CBf39ECb1C071b6b66CC15aAF269852b10,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd3e3b95ed0edc914Bf0A0d78ac758d735392A3a4,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xd3e458fac5B38158E39331d67f08e04a36647Ef9,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd3eF87C65d744f2548122e6867439Ef238e4F97c,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd3ea648d1e98730E9902eBfA60E45D8469b4fE34,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd402cEC3472B5397Ed983D279C86fBC0C20De9b7,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xd411bebad073425a911B211A91eaae3e7b687742,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14232,0xd42120407c28C2E4A3457cAc70Eee44b5210DaE6,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd42A444314e3952494743a4dF6A7CB93a889cc8c,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd4516b49135E6a94EE7Ca112F2EB260Ef731F34d,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd4562acF344feD78cde694810cDCf31bb4C1522A,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd45b3341E8F15c80329320C3977e3b90E7826A7e,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd46e2aBD4fd2ea46fE3DA064Ea6d2c86600AD792,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd4740a04A8D05FdeD7bd95Db126eD56bAF1A5f1E,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd47f59Ed8d4E889363A79a56fEDf64223609E29f,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd489C6b3A3dA941a87492423cEFF431643E1f654,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd48A3B15788A276B1fFBCceda9Db796859676edb,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd48B9a3aEa2702720f135F3d41464932C4624F70,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd49559a4C721979d63Aa135F7f18503CdBbd16B3,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd4993544dC6773389ceD4988d58a7Dd42aaDF36C,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd49fa6bAe6c6917f6FCad0e1F3c706e633717E45,TBA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14232,0xd4A9881136D3928668932617cFBfDF88fa9F12fD,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd4B6026F6F2D32bc0c36f0c4e26797105E1E0C74,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd4C5312d77a882474f6a072f7dDB48CE778c5445,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd4C9187595073F3fDf0e1fB4371555f59eAE77E8,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd4D992F9509Efe9b3ca1b7aCFaAB384ebB99e0cd,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd4DDEB236370922c18056B803Fb0c2e0Fd6d6491,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd4E76e04EC743a336125a8452f9917FD8f775C7c,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xd4EB2B4d5BC591F3aFA795924697A39cE44391F9,TBA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14232,0xd4F13C5d2ADbe1d5439c249592ad8Fcd0dF1bb3e,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd4dAf805859CAe69249982c7Bf30491c77232bD3,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd4e55828a51F638Cd030d35f458777824cE24A08,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd50E8a8A3A618BDAa7a03b67e4E45Df6c9Bd4f0E,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd50c1bE02A1e3d702C2195c52ec245fD5153d4BE,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd51334D58DA8e1ed84fB72cfF8fa1f3b4c0f8F97,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd522CD8cc56BAdBD1E9A84a9F726Dc87667Ad73A,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xd529B0fC9E4b5136Bf2428320483eA775C1C617b,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd52e28B859a6Da53931230beA75Caee502196646,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd530ee60FDe9fc720E5014F28B7494E11179D0E6,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd5364e18ec633e31a678AAd2F567965919589d22,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd5521eC73340Df8522f47ECfeD7324405d9312D5,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xd5530b996cAEf2A7b063A0776383440EE073c0b0,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd569673C6b818510AB5f0415841Bc489Ba3a3cA8,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd56Ce1261DD6be14F5353BCBE159D46D547A4586,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd56aaACfEC99D6A5f948C7aEAD3932e98944753F,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xd580Eb66a958082A189Df31Cf81815a561F2A54b,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xd5921f3Bf321D7B38422e6feE0d5901616e77042,TBA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14232,0xd594ffB3De9e47811dB24E70BEd0401a5e92D97c,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd597a9e43d4be2cD44a762a9c4c0Ee57b4DA7B98,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd5Bd944D448b905BA73E6629aB67FBD6C5511568,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd5Be99e80CbDBe16F8E71cA0c3944ded1850668E,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd5C125b0Da898f51Df9170De3F8ee6E6994A3e88,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd5Cf44F59D0079bE8764d1041c5D238864E7A28B,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd5Ecd3102FA5b79D55F108cE1130a6e45e86118e,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd5b5A03817946A27E9881D57679f517be8A00FEc,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd5fba7d2520743cD17Dbb66CA57AC37aF29EbfDb,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd6071c1F62036B0CE225F0c47c9E8FcC97276442,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd61221a795A24A465F73a55ac5063f8ff360C17D,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd617ff2c12f43D5a5B7A4FA7D1f2D878b30570FF,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd61D18A75c0151FB3761B0478A75E2b65a3ef79F,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd625D6FF0f4257d93F84bFbceFD0C4b68Ad775C0,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd6334eF2c7C6D3212Cd2848a82Ab32452812B8b3,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd633b44f2065Dbd6FD05370cfF1ab100b5186319,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xd6431f624e2d5a24686AC6BDaEd34A978DA23f15,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd646d13b0A687f72aeA52281Fb7FBa518FDD5a3b,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd65Ea6fC4369Ce85b3Df6C99Ebe810A0b313Ecc0,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
