#,Address,OP,Points,Alpha Gal,Ape Warrior Redux,Base of Bored,Bored 101,Bored Council,Bored Survivors,Bored Town,Bored WOW,Catens,Faceless Portraits,Faceless Totz,Mangmoom,MONO is Bored,Nova Ape,NovaNaut,Robonaut,RoboSkull,The Vintract,Zkalien
10202,0xfeCaC5e0a402f3e5A1F899EE4b39a6980BB66686,TBA,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x0000003f25f9E4D1b71ab5bdF48D04E744D52267,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x0000040f1111c5C3d2037940658Ee770BB37e0a2,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0000FfE335fD2243bC0c10B7DAA6a67650FB7412,TBA,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x001bAe50301eCF5304b352dd0501EA2b73325753,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x003739D7da163332a3bf5a8393dAe2Aa3F8f591B,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0037636b7F8cd7104c54d902a7009Fa02a04f38b,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x003bb13A6538268Df2A8f15288e0aDB69160dDb3,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x006a75D9eFa7D362fF1aC28dB7FCFa30e5f09120,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x00B627f7dA55C3E09100B75c1414E751D9d89bDC,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x00B67eDd82c6e864A0EA966EdF75699A7058dBd5,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x00D5b16D92300147258D90e058c65d0af034083b,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x00E7a1181A32d03bB17f34F2903FD86A4370027b,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x00cDEbc042C87C95e439E1AeFa0Bd3a8014dA577,TBA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x00d1Ab56AE43A2c2522461f0243b4c2b3D00B8BB,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x00d5F1c25EB7E2e540CDFEA0e9a6B98067B2D80e,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11220,0x0121b206192AF153bcfF33ac9f2762618f31d4E5,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0127B441a5EA2e6F2670Bd2eee1D3EDc55e78B36,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x015122A625b45f68E6D795C0Ab99fC7107e4c3B9,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x0157a51E1632Fdce3c2b948D4484E289fB97B6C8,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x0184184DCebddC6342887260a643B72947c2D7e3,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x01BC92cedd1133681fa8Ae177C9b824139AdcE60,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x01C32A10870746E5817A8266D23F89EDB96a9a4c,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x01aCbD3E5b9fCE443B636FCee6FC3AB9EbF48d3a,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x01da558F8794AC257fD9FF7180e4293E4e746CE2,TBA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x01e15C5Aa17d9613A447C2b29aAa81b25eA1CF1c,TBA,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x022E302298284507AA85911fC7423Ca0F3c24854,TBA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11220,0x0233e8A30D5595f13C42ECa40B8eEa88066eFA06,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x025fbb7545a05A1d393Cf54C12972351b4E1dB7b,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x02646f067c5030CeEe2C577E2D726da5c2F157eF,TBA,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x02AE53c17Aa0e8D66ADc49e768E18e05612457ee,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x02Af32940bd164b72129af31936a27B871eBfEd2,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x02Be1cd922d7301cf240044733f210a8D5c3BDB9,TBA,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x02c0D5E63a1DEDf5f9B3a4839Cb60840899d0B1E,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x02de66340e22768D1745841fC458B4EC445e12a5,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11220,0x02e2B929389f8D53ED04faAACcFb44F5fB58e87b,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x02e4045724138E793ef548Bf8a82bb07f7fe3E4F,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x030B32479844AE3B6Ec4eEda2f69F5BbD976204E,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x0313611f7f4af674695DAcddc92352Ad5e3d9053,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x032872909a7bC370876dA2b6ac4247F0EbD509A1,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11220,0x0342Fcfc0D8C62dC6D228494C7B687C4EF3D9E98,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0354Ee22F2715bcDe3C5B50B8f3c5594b2Ed7C6f,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x036972ab18a64B70B15dC68eEaC1248428077Fa2,TBA,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x037bd078BD41c020318072880E6DE3C7986357b3,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x038660aE52228ee27ca18275905D69209a9Fe47D,TBA,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x038b05fF572aEB173a4916a53A090711266d7B36,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x03aF30B9CFa8b845A40FA3BC51B5EEeAb07E2D76,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x03e6FE23BE1094B55692aE7Fd5Cd2c7d9f750DB9,TBA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11220,0x0432A21519D5B2e1Fe5e51F2b409855a0AfaC4bF,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x04455824e94A1b26b1B41c654AA9C6a7aBA1d1b2,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x046c5BB1E564182fa4044354798336b7901361c9,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x046c5c8EBC7135BD8Dca212332E56a6e7CBBA6b6,TBA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
11220,0x0491FF32eB8c2AF31c6D91ae2EC8586126533f39,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x049A04799C644FcB4D74210BFF8cd18E49E1e6cD,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x049f7E568168D0132A08A8b3a254C1c715A35d66,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x04D9ccd32B25F90b84b1Fdaf1884D970D5266374,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x04a388766aD092Ee64c0c529a3FDBd04AB5C345F,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x04cE53aB6F39B482e329162027f692C6a08fDcb2,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x04ee982cd2Fca00b0571befFACdb922497a3C507,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x0585651f8eda673CF5cf958f404bC63Ac595781C,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0586873109e662d023dfC35478197DD187FAAD12,TBA,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x059858cfdB4b8D47e632990e65C90CD5FF35eA1f,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x059EEEdFe126FF4C918Da928a33826deF7402744,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x05B51B48e3ACde055F294bD6C2950430c532AA5D,TBA,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x05D3B08755CeF3386CC87875be5B52a713A07410,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x05D5F01b74Ed14C15a60D34219Eb0Cecb70ec337,TBA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x05FAf0e15cd126fCaC4c113090cd0c752884749E,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x05FF20e4C72471Ce95c332B983D7ebe37EeBd118,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x05b312031B5B4AE5ff9Fbe8bC4c854D4EC31B9E8,TBA,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x05bf10C3235d52A0C095693eC102964ae78057D5,TBA,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x062710C908Ec7C4A5B002FaA918e3d9F2Fb14c0E,TBA,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11220,0x06486E6d8182227290a8Aac4f9aEA0b71c6F39F5,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x06591193470FdB56A52f8b5F1161E84b666Ac00d,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x066972B3e7fb786572981AB345d54BF1cbb2bd11,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x06B9974426d5805Ed077EF3b9bbF246166890a8A,TBA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11220,0x06Be7D7AFd39C4b8833a0B766D237b7bD8E0518e,TBA,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11220,0x06FCc5F1e7af00F53e9eC513A1c114A3549aDd0d,TBA,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11220,0x06c69d68e0cc5063C425A0E56FCaAD1fa756fd79,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x071c1812bB93315c214A3855504Dc6cB1F910545,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x072213b5322BF1baa7a929f19c984b0642861d16,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x0724F68631441ef568072Da6e824E1E7f33A54A2,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0736784C8bDaE3652DC19e6Fc68066fBF4033328,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0736878aceC9ab4aD1f84cC2686644b68A8a6C56,TBA,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x076da8bc2a6c186D2808845e00D908bB980F3742,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x07837D40f89eB13c4aFF62f20420129a9e92a646,TBA,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11220,0x0793592dA8A5ab2Ca532C0d8563764D1751c484D,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0799cF9710b62C5a63d2ad8d06545c6b66910b8f,TBA,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x07E4E8066FEF2fd448A7707106b264A4221cD588,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x080477c2a2bbbdB386B13D4f2eE071cCe93fC0c4,TBA,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11220,0x080B508e2C00f325CFae17A90eBBa03F80bb1e2F,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x08244d9387135cf58E41C1eE85B14480544C3863,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0825707Adf5683E51D229b64156867F35794c0CA,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x082baB87D24c1b24C17A2FAD673C3e7f64BE1e29,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x08482D3b75849AC3790ADf09ADf582Bed3b2a231,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x084970d1Db2e9FC86b19AB1e77966a028EF0D798,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x089349438a427B8648D0Ce6f88b0185070FF8061,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x0898020F14d8C58bA2DB6a8188F54f0aA311fBff,TBA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
11220,0x08F7053eAD57862eb7d08aC8E32A94CD87543978,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x08a9f3DBc25318d7B75305368CF88513924B8A94,TBA,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11220,0x09008e91AB755714C3B221658D4D6874AED12984,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0910Ee918d0f074FD3F9BeD4683dd9a5Dd2c305f,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x092aB187673567A721282D7dd116Fc17d89AB90d,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0932bcbe79B4f4eF275a0c06a5F1305850f85992,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x0966B18Ab8BA191E607a4e5acEe1D535741c1771,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x096C5F95AB725460DDfd5847c2ab5eBB0A90DD17,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x096b2D3CEfAB14Fe8d39933f20f0dF09CAb345dB,TBA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11220,0x096dc780955a3E922414975649aba6a1D18275fD,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x097E278a74098623fb96674Dee9DD136f75F6914,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x098F1B0765DC0E74424b5C594C7598158B08f693,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x09A4a3ADcC3C1cDa09f66B82F61e6a12f2bd95AA,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x09Db56656Dbc34837a3dD66dd1eF28732D4d8bd8,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x09FcDD42A8342246bbe677036FD77BdfAb07d246,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x09b1b96f8c7a380b7751AfDCb7615015BB407961,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x09bB7fF5cf742488D99E1d46390AcE6563B162fD,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x09c6feDFbbc7861b95c3be56DF9bfF2328392970,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x0A251dF99A88A20a93876205Fb7f5Faf2E85A481,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x0A5289dd777bd484A689Ed8a95459e8B7DA19c79,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0A77196984B6dEB36dB92E57e46050333358Dc48,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x0A8f3A57caCAFf7c1038f75aF9fb1F7d66469482,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0A93F16382791F9ea19659Ca623948ec1430c5d8,TBA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11220,0x0AC4dd0D43A587B5f44Afd3c4E47CE49A5713292,TBA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11220,0x0AD1971B3f519A7f61fbfE6A498F5bB30a008f67,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x0Ad50C58D425a264105D826f65E9db156BD864bb,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x0B02F1A3768fFc6BaF906005d8f0E560C32D989F,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x0B323EdfC8B4eeE3FdCEB68e56Bd262cE58CD7e7,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x0Bc03760C4902d6abC0a3cD052A5D52a02863de5,TBA,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11220,0x0C18495be4a90F241336bdd4456C9e1cFC93d251,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x0CD8E0672aF47cd9b617b3B60f38BC9A75d6e11C,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0CFe27E34dBca38833b40AfCd7C3fa5717036CB1,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0CeB1555aa9E3A920C30a0BdB0CB74a56c0086A4,TBA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0D083590c048A243e24a75E3a7C968145DE25B44,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x0D385862905C44F682B99BF469c10539f1F10F38,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0D511B78557f61FBcBB134e00d3ac4371b473D74,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0D58F014277C63Fea4b77D647855e8Fb31002d62,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x0D66aC7c77AA3365652DBd5327679b61F8395e46,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0D789111cDD1B5ddD3EbD4A3bE16479BDFbC9957,TBA,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x0D881ab5B0B6Fb6481e5d5Ad65C989bfE4b5abBa,TBA,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x0E75149C39a2E236de9BE2EB8358302348123081,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x0E7D669D49bE529AF1303a2081718172Ffe3F447,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0E81e18eE1f9EC9086749C9c3214B696065776f8,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x0E85032c86A1709b787541091Afc27930A4B931C,TBA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11220,0x0EAAdfb2D23dF847d4251132A7381F8151582520,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0EEAc81cf8218691721A57CbEe4ed59770B02F8e,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x0EEEAD75d284f6FF9D9899D81DAD5a1B1D0d5dba,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0Ea1f119Fd34d71990cDd547e8edfFfD6608807C,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x0Eb2B6C5CAB1f1f6E95f825AB2Ee71F5651c79bc,TBA,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x0Ee5F43ec8C08e60bC07F8d1f12FCd6D6765e8F6,TBA,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x0F0b032AF0772FfB2AbCf25D0C3cBF38820fC926,TBA,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x0F5Bc1eF4253f2a49ADd1DD60148a04E1404ba77,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0FC1a9242623a4A37d7c375e6E7480513E0D2124,TBA,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x0Ff130AE16Bd029Cb979b6c66d8353d459Daf766,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x0a11344C657c5F803c472d42253e5D5De47363F9,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0a23F39a4C8FEDca82E83dA7627619805c3e8E3A,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x0a32D74e3248dd329Bc48e6F1ddAB0B85bF8571C,TBA,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11220,0x0a3D7F0FFD0CA20a59FBE1d2C8842b128A2A3043,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0a86FB43963602aa62b59f102FeFcFfC7C68e4f3,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0a96FD6289bE1E1d8A2fAa7bCb975BbA3036B4A8,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0ac43667B169A76Bf38bDea733da9f223b99B6aD,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0af30294468443c6715166674Eef60D9d859DC54,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x0b004e3D468228f36f3E756D96c9894240e13349,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0b3BdF6B78b21A50A3922AfFC2Dd2Da644f55F41,TBA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11220,0x0b425A09cc8cE7376a6A4343CFeDe02d3eab9172,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0b62ae76774541623Fde4518Fb4d7d242f717655,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x0b7633D47C6Bb5106d33aecCF1252A9d7413b90a,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x0b7C75A9689A84854256c7d5dB7C87fEB1bbbb8b,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x0b7f120be7f235360a632453d115B42e073e2bE5,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0b8508dD83dD42c519ADE0f96D8f1f2736bED371,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x0bBd538Ba62d1c09d21E163DA252795F4Ac81131,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0bdEA74FA7a7B8f03986c2933c7461fD0E4bb0C0,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x0c2A5b5fb8D480033E725d94645c5Dc680819014,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0c3047dDb9E28a60b83F9d6a6F93bfB8a4c554Ff,TBA,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0c419bcF5bb43a1E1E5Fb64fD2a378FECe382845,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0cbfFDcf5418dcc822C487bAE4e8D8d48897F9f3,TBA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11220,0x0d02159751A4D9F888e70D87F6163C09aC63dD31,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11220,0x0d13A628e19BDA0e343fE4d1e8aFa86E7dCEa8fE,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x0d4F5B171d0945b9212dF105d15B2164d28cb447,TBA,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x0d53Bf31C65d123A6D83412b831E484a582E159D,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0dA8CBD7297310B03a0b96F596bF91a479b97000,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
